0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
3.0,2.0,28.0,81.0,17.0,34.0,8.0,41.0,30.0,12.0,0.0,28.0,52.0,18.0,34.0,14.0,16.0,11.0,6.0,18.0,4.0,7.0,1.0,3.0,0.0,83.0,15.0,58.0,34.0,24.0,60.0,33.0,80.0,4.0,39.0,26.0,164.0,155.0,29.0,6.0,15.0,5.0,15.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0
3.0,3.0,19.0,9.0,29.0,39.0,13.0,50.0,3.0,18.0,0.0,34.0,14.0,40.0,38.0,15.0,11.0,16.0,12.0,2.0,7.0,0.0,1.0,5.0,0.0,22.0,19.0,66.0,42.0,34.0,76.0,49.0,16.0,6.0,51.0,44.0,193.0,27.0,37.0,1.0,16.0,6.0,19.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0
0.0,3.0,29.0,23.0,44.0,10.0,16.0,9.0,6.0,21.0,0.0,40.0,29.0,56.0,9.0,20.0,13.0,25.0,3.0,3.0,8.0,1.0,2.0,0.0,0.0,38.0,29.0,8.0,53.0,41.0,26.0,63.0,32.0,15.0,57.0,51.0,210.0,48.0,44.0,1.0,16.0,7.0,7.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0
0.0,5.0,42.0,37.0,61.0,16.0,21.0,21.0,10.0,21.0,0.0,6.0,44.0,7.0,20.0,27.0,18.0,32.0,7.0,6.0,6.0,3.0,3.0,2.0,0.0,50.0,15.0,14.0,64.0,50.0,40.0,78.0,44.0,18.0,64.0,63.0,107.0,68.0,9.0,1.0,17.0,9.0,12.0,5.0,2.0,3.0,5.0,2.0,0.0,0.0
0.0,6.0,53.0,16.0,10.0,25.0,6.0,35.0,16.0,7.0,0.0,17.0,53.0,25.0,26.0,34.0,20.0,22.0,10.0,8.0,9.0,5.0,0.0,2.0,0.0,72.0,25.0,26.0,70.0,54.0,54.0,94.0,64.0,24.0,77.0,23.0,132.0,86.0,18.0,2.0,8.0,9.0,19.0,8.0,3.0,5.0,5.0,2.0,0.0,0.0
0.0,0.0,68.0,36.0,14.0,35.0,7.0,52.0,7.0,10.0,1.0,28.0,67.0,38.0,31.0,8.0,23.0,24.0,13.0,5.0,11.0,7.0,1.0,2.0,0.0,98.0,36.0,32.0,18.0,64.0,68.0,16.0,82.0,30.0,23.0,35.0,158.0,107.0,23.0,4.0,9.0,14.0,23.0,2.0,4.0,5.0,3.0,4.0,0.0,0.0
0.0,0.0,84.0,53.0,25.0,42.0,9.0,77.0,12.0,12.0,0.0,37.0,10.0,53.0,5.0,13.0,23.0,29.0,14.0,7.0,14.0,1.0,1.0,3.0,0.0,117.0,46.0,14.0,26.0,74.0,75.0,37.0,110.0,33.0,38.0,45.0,182.0,54.0,30.0,4.0,10.0,18.0,26.0,3.0,5.0,2.0,5.0,5.0,0.0,0.0
0.0,2.0,19.0,71.0,13.0,8.0,16.0,13.0,16.0,16.0,2.0,48.0,23.0,72.0,15.0,14.0,26.0,39.0,16.0,13.0,1.0,2.0,2.0,0.0,0.0,138.0,60.0,20.0,42.0,88.0,94.0,52.0,26.0,36.0,44.0,59.0,52.0,72.0,36.0,5.0,12.0,3.0,27.0,5.0,4.0,4.0,6.0,6.0,0.0,0.0
1.0,3.0,35.0,87.0,27.0,10.0,22.0,27.0,23.0,1.0,4.0,51.0,40.0,19.0,19.0,20.0,4.0,46.0,20.0,7.0,3.0,5.0,5.0,1.0,0.0,154.0,15.0,32.0,49.0,100.0,106.0,69.0,40.0,43.0,52.0,25.0,79.0,88.0,47.0,5.0,3.0,6.0,28.0,7.0,5.0,4.0,7.0,3.0,0.0,0.0
1.0,3.0,58.0,106.0,41.0,13.0,4.0,40.0,28.0,8.0,4.0,10.0,54.0,36.0,27.0,11.0,9.0,51.0,25.0,10.0,5.0,7.0,2.0,1.0,0.0,182.0,24.0,41.0,8.0,108.0,24.0,77.0,55.0,50.0,59.0,34.0,112.0,106.0,57.0,5.0,7.0,11.0,32.0,9.0,5.0,6.0,1.0,3.0,0.0,0.0
1.0,6.0,71.0,21.0,54.0,21.0,7.0,60.0,4.0,11.0,3.0,18.0,71.0,57.0,31.0,18.0,11.0,57.0,31.0,12.0,7.0,3.0,3.0,1.0,0.0,204.0,36.0,51.0,15.0,119.0,41.0,92.0,70.0,13.0,70.0,46.0,134.0,32.0,64.0,5.0,11.0,7.0,37.0,10.0,7.0,4.0,3.0,4.0,0.0,0.0
1.0,8.0,32.0,40.0,66.0,27.0,11.0,73.0,12.0,14.0,3.0,30.0,85.0,70.0,7.0,23.0,6.0,62.0,35.0,15.0,5.0,3.0,4.0,1.0,0.0,222.0,50.0,11.0,29.0,127.0,56.0,109.0,85.0,21.0,79.0,59.0,36.0,48.0,69.0,6.0,6.0,8.0,47.0,8.0,11.0,4.0,5.0,5.0,0.0,0.0
1.0,9.0,49.0,65.0,76.0,33.0,3.0,22.0,18.0,19.0,3.0,39.0,18.0,85.0,13.0,26.0,11.0,70.0,4.0,15.0,7.0,3.0,4.0,1.0,0.0,246.0,60.0,21.0,38.0,35.0,75.0,29.0,101.0,26.0,94.0,78.0,62.0,70.0,12.0,7.0,9.0,10.0,53.0,9.0,13.0,5.0,7.0,0.0,0.0,0.0
1.0,9.0,66.0,82.0,18.0,42.0,10.0,28.0,21.0,9.0,3.0,12.0,31.0,98.0,24.0,32.0,12.0,78.0,10.0,19.0,9.0,5.0,1.0,1.0,0.0,278.0,17.0,36.0,48.0,45.0,88.0,48.0,121.0,34.0,26.0,92.0,91.0,23.0,21.0,8.0,10.0,13.0,12.0,10.0,4.0,5.0,8.0,0.0,0.0,0.0
2.0,3.0,91.0,31.0,33.0,48.0,13.0,42.0,26.0,13.0,3.0,19.0,47.0,114.0,35.0,2.0,13.0,9.0,12.0,22.0,12.0,4.0,2.0,1.0,0.0,302.0,25.0,52.0,9.0,63.0,21.0,62.0,141.0,43.0,36.0,102.0,117.0,46.0,27.0,10.0,13.0,8.0,17.0,11.0,6.0,9.0,10.0,0.0,0.0,0.0
3.0,3.0,110.0,53.0,46.0,61.0,15.0,13.0,8.0,18.0,2.0,33.0,59.0,19.0,46.0,4.0,17.0,21.0,16.0,2.0,16.0,4.0,3.0,0.0,0.0,324.0,29.0,59.0,19.0,74.0,37.0,86.0,45.0,51.0,44.0,38.0,154.0,64.0,36.0,11.0,14.0,13.0,22.0,12.0,10.0,9.0,12.0,0.0,0.0,0.0
1.0,4.0,23.0,71.0,63.0,12.0,20.0,32.0,16.0,23.0,4.0,45.0,9.0,40.0,51.0,8.0,3.0,25.0,23.0,5.0,19.0,4.0,3.0,1.0,0.0,343.0,42.0,12.0,26.0,86.0,50.0,102.0,63.0,60.0,56.0,55.0,182.0,81.0,13.0,13.0,2.0,16.0,25.0,2.0,10.0,4.0,12.0,0.0,0.0,0.0
4.0,5.0,41.0,97.0,35.0,23.0,22.0,48.0,10.0,29.0,5.0,53.0,17.0,61.0,4.0,18.0,4.0,34.0,3.0,7.0,2.0,7.0,4.0,2.0,0.0,91.0,57.0,19.0,39.0,20.0,57.0,51.0,83.0,66.0,69.0,69.0,209.0,102.0,25.0,14.0,5.0,17.0,11.0,6.0,12.0,9.0,13.0,0.0,0.0,0.0
4.0,6.0,55.0,118.0,46.0,29.0,7.0,67.0,15.0,4.0,7.0,8.0,30.0,21.0,11.0,22.0,5.0,38.0,9.0,10.0,3.0,8.0,6.0,2.0,0.0,105.0,76.0,31.0,47.0,28.0,76.0,73.0,111.0,74.0,81.0,79.0,59.0,128.0,33.0,14.0,9.0,19.0,13.0,8.0,1.0,10.0,14.0,1.0,0.0,0.0
4.0,2.0,69.0,23.0,67.0,12.0,12.0,83.0,24.0,7.0,8.0,13.0,47.0,35.0,16.0,27.0,9.0,8.0,17.0,12.0,5.0,9.0,6.0,3.0,0.0,132.0,89.0,35.0,20.0,42.0,11.0,99.0,128.0,84.0,23.0,95.0,81.0,147.0,43.0,2.0,10.0,8.0,16.0,10.0,3.0,10.0,9.0,2.0,0.0,0.0
0.0,7.0,83.0,41.0,85.0,22.0,20.0,104.0,32.0,9.0,1.0,20.0,58.0,47.0,22.0,3.0,11.0,16.0,21.0,2.0,7.0,1.0,6.0,5.0,0.0,156.0,105.0,41.0,32.0,62.0,28.0,117.0,46.0,92.0,37.0,111.0,109.0,166.0,53.0,3.0,12.0,11.0,21.0,10.0,3.0,12.0,9.0,3.0,0.0,0.0
0.0,7.0,25.0,64.0,110.0,31.0,27.0,26.0,41.0,14.0,4.0,31.0,25.0,67.0,13.0,8.0,13.0,25.0,32.0,5.0,9.0,4.0,7.0,6.0,0.0,179.0,120.0,49.0,43.0,73.0,45.0,140.0,68.0,98.0,48.0,124.0,142.0,42.0,59.0,4.0,5.0,15.0,26.0,11.0,1.0,15.0,10.0,3.0,0.0,0.0
1.0,0.0,42.0,81.0,18.0,40.0,6.0,43.0,50.0,20.0,5.0,44.0,46.0,84.0,19.0,14.0,17.0,33.0,7.0,12.0,5.0,7.0,9.0,8.0,0.0,206.0,18.0,60.0,55.0,27.0,58.0,36.0,96.0,103.0,64.0,25.0,176.0,59.0,72.0,5.0,7.0,15.0,3.0,13.0,4.0,15.0,11.0,3.0,0.0,0.0
1.0,0.0,61.0,103.0,34.0,53.0,14.0,57.0,54.0,25.0,2.0,7.0,65.0,16.0,28.0,17.0,4.0,43.0,11.0,19.0,8.0,7.0,1.0,8.0,0.0,58.0,28.0,69.0,68.0,38.0,74.0,53.0,123.0,112.0,80.0,42.0,200.0,74.0,24.0,5.0,11.0,18.0,12.0,13.0,9.0,17.0,4.0,3.0,0.0,0.0
2.0,1.0,82.0,33.0,46.0,8.0,20.0,75.0,6.0,28.0,2.0,16.0,89.0,36.0,35.0,7.0,9.0,50.0,15.0,27.0,12.0,8.0,1.0,10.0,0.0,82.0,36.0,87.0,75.0,21.0,28.0,80.0,137.0,121.0,34.0,61.0,49.0,93.0,37.0,6.0,19.0,8.0,20.0,14.0,9.0,5.0,6.0,3.0,0.0,0.0
2.0,1.0,104.0,52.0,66.0,19.0,25.0,95.0,16.0,32.0,2.0,26.0,103.0,57.0,44.0,12.0,13.0,9.0,22.0,5.0,15.0,1.0,1.0,1.0,0.0,115.0,50.0,13.0,84.0,36.0,45.0,94.0,164.0,128.0,42.0,74.0,84.0,120.0,44.0,7.0,22.0,13.0,30.0,17.0,10.0,7.0,7.0,1.0,0.0,0.0
2.0,3.0,124.0,71.0,79.0,27.0,30.0,115.0,10.0,8.0,2.0,17.0,23.0,79.0,5.0,20.0,7.0,12.0,25.0,7.0,16.0,3.0,2.0,2.0,0.0,139.0,61.0,24.0,93.0,49.0,60.0,112.0,182.0,15.0,50.0,91.0,119.0,132.0,54.0,5.0,24.0,14.0,34.0,19.0,2.0,9.0,8.0,1.0,0.0,0.0
